cell_id	poi_count_total	poi_amenity_count	poi_shop_count	poi_tourism_count	poi_leisure_count	poi_office_count	poi_public_transport_count	poi_log1p_total
17_91	20	6	1	6	1	0	6	3.044522437723423
17_92	0	0	0	0	0	0	0	0.0
17_93	5	2	1	0	1	1	0	1.791759469228055
17_94	0	0	0	0	0	0	0	0.0
17_95	0	0	0	0	0	0	0	0.0
17_96	0	0	0	0	0	0	0	0.0
17_97	3	3	0	0	0	0	0	1.3862943611198906
17_98	0	0	0	0	0	0	0	0.0
17_99	5	5	0	0	0	0	0	1.791759469228055
17_100	1	0	0	0	1	0	0	0.6931471805599453
18_1	0	0	0	0	0	0	0	0.0
18_2	0	0	0	0	0	0	0	0.0
18_3	0	0	0	0	0	0	0	0.0
18_4	0	0	0	0	0	0	0	0.0
18_5	0	0	0	0	0	0	0	0.0
18_6	0	0	0	0	0	0	0	0.0
18_7	0	0	0	0	0	0	0	0.0
18_8	0	0	0	0	0	0	0	0.0
18_9	0	0	0	0	0	0	0	0.0
18_10	0	0	0	0	0	0	0	0.0
18_11	0	0	0	0	0	0	0	0.0
18_12	0	0	0	0	0	0	0	0.0
18_13	0	0	0	0	0	0	0	0.0
18_14	0	0	0	0	0	0	0	0.0
18_15	0	0	0	0	0	0	0	0.0
18_16	0	0	0	0	0	0	0	0.0
18_17	0	0	0	0	0	0	0	0.0
18_18	0	0	0	0	0	0	0	0.0
18_19	0	0	0	0	0	0	0	0.0
18_20	0	0	0	0	0	0	0	0.0
18_21	0	0	0	0	0	0	0	0.0
18_22	0	0	0	0	0	0	0	0.0
18_23	0	0	0	0	0	0	0	0.0
18_24	0	0	0	0	0	0	0	0.0
18_25	0	0	0	0	0	0	0	0.0
18_26	1	1	0	0	0	0	0	0.6931471805599453
18_27	19	5	0	0	14	0	0	2.995732273553991
18_28	236	148	14	7	60	5	2	5.4680601411351315
18_29	257	165	21	5	45	21	0	5.552959584921617
18_30	122	46	27	0	45	4	0	4.812184355372417
18_31	706	478	70	48	68	4	38	6.561030665896573
18_32	1415	756	147	331	76	6	99	7.255591274253665
18_33	111	47	7	6	33	0	18	4.718498871295094
18_34	18	6	0	1	9	0	2	2.9444389791664403
18_35	1	1	0	0	0	0	0	0.6931471805599453
18_36	0	0	0	0	0	0	0	0.0
18_37	7	6	0	0	1	0	0	2.0794415416798357
18_38	0	0	0	0	0	0	0	0.0
18_39	3	3	0	0	0	0	0	1.3862943611198906
18_40	0	0	0	0	0	0	0	0.0
18_41	6	5	0	1	0	0	0	1.9459101490553132
18_42	77	47	21	1	8	0	0	4.356708826689592
18_43	51	37	7	1	0	0	6	3.9512437185814275
18_44	9	6	1	0	2	0	0	2.302585092994046
18_45	2	2	0	0	0	0	0	1.0986122886681098
18_46	16	5	0	11	0	0	0	2.833213344056216
18_47	60	30	6	4	4	1	15	4.110873864173311
18_48	27	11	3	4	5	0	4	3.332204510175204
18_49	11	5	0	1	1	0	4	2.4849066497880004
18_50	0	0	0	0	0	0	0	0.0
18_51	2	0	0	2	0	0	0	1.0986122886681098
18_52	3	0	0	3	0	0	0	1.3862943611198906
18_53	0	0	0	0	0	0	0	0.0
18_54	1	1	0	0	0	0	0	0.6931471805599453
18_55	4	2	0	0	2	0	0	1.6094379124341003
18_56	2	2	0	0	0	0	0	1.0986122886681098
18_57	1	1	0	0	0	0	0	0.6931471805599453
18_58	2	2	0	0	0	0	0	1.0986122886681098
18_59	42	31	1	1	6	0	3	3.7612001156935624
18_60	28	21	0	5	2	0	0	3.367295829986474
18_61	0	0	0	0	0	0	0	0.0
18_62	0	0	0	0	0	0	0	0.0
18_63	0	0	0	0	0	0	0	0.0
18_64	0	0	0	0	0	0	0	0.0
18_65	0	0	0	0	0	0	0	0.0
18_66	0	0	0	0	0	0	0	0.0
18_67	1	0	0	0	0	0	1	0.6931471805599453
18_68	17	14	0	1	2	0	0	2.8903717578961645
18_69	0	0	0	0	0	0	0	0.0
18_70	0	0	0	0	0	0	0	0.0
18_71	0	0	0	0	0	0	0	0.0
18_72	1	0	0	0	0	0	1	0.6931471805599453
18_73	1	0	0	0	0	0	1	0.6931471805599453
18_74	1	0	0	0	0	0	1	0.6931471805599453
18_75	0	0	0	0	0	0	0	0.0
18_76	7	0	0	3	0	0	4	2.0794415416798357
18_77	1	0	0	1	0	0	0	0.6931471805599453
18_78	0	0	0	0	0	0	0	0.0
18_79	12	8	0	2	2	0	0	2.5649493574615367
18_80	2	0	0	0	0	0	2	1.0986122886681098
18_81	20	3	2	4	0	0	11	3.044522437723423
18_82	9	4	1	4	0	0	0	2.302585092994046
18_83	0	0	0	0	0	0	0	0.0
18_84	2	0	0	2	0	0	0	1.0986122886681098
18_85	23	14	0	0	0	0	9	3.1780538303479458
18_86	0	0	0	0	0	0	0	0.0
18_87	0	0	0	0	0	0	0	0.0
18_88	0	0	0	0	0	0	0	0.0
18_89	4	4	0	0	0	0	0	1.6094379124341003
18_90	5	2	0	1	2	0	0	1.791759469228055
18_91	14	2	3	0	1	0	8	2.70805020110221
18_92	7	4	0	3	0	0	0	2.0794415416798357
18_93	0	0	0	0	0	0	0	0.0
18_94	0	0	0	0	0	0	0	0.0
18_95	0	0	0	0	0	0	0	0.0
18_96	0	0	0	0	0	0	0	0.0
18_97	1	1	0	0	0	0	0	0.6931471805599453
18_98	12	5	0	0	0	0	7	2.5649493574615367
18_99	43	19	1	5	7	0	11	3.784189633918261
18_100	10	4	0	1	0	0	5	2.3978952727983707
19_1	0	0	0	0	0	0	0	0.0
19_2	0	0	0	0	0	0	0	0.0
19_3	0	0	0	0	0	0	0	0.0
19_4	0	0	0	0	0	0	0	0.0
19_5	0	0	0	0	0	0	0	0.0
19_6	0	0	0	0	0	0	0	0.0
19_7	0	0	0	0	0	0	0	0.0
19_8	0	0	0	0	0	0	0	0.0
19_9	0	0	0	0	0	0	0	0.0
19_10	0	0	0	0	0	0	0	0.0
19_11	0	0	0	0	0	0	0	0.0
19_12	0	0	0	0	0	0	0	0.0
19_13	0	0	0	0	0	0	0	0.0
19_14	0	0	0	0	0	0	0	0.0
19_15	0	0	0	0	0	0	0	0.0
19_16	0	0	0	0	0	0	0	0.0
19_17	0	0	0	0	0	0	0	0.0
19_18	0	0	0	0	0	0	0	0.0
19_19	0	0	0	0	0	0	0	0.0
19_20	0	0	0	0	0	0	0	0.0
19_21	0	0	0	0	0	0	0	0.0
19_22	0	0	0	0	0	0	0	0.0
19_23	0	0	0	0	0	0	0	0.0
19_24	0	0	0	0	0	0	0	0.0
19_25	0	0	0	0	0	0	0	0.0
19_26	0	0	0	0	0	0	0	0.0
19_27	0	0	0	0	0	0	0	0.0
19_28	24	4	3	0	17	0	0	3.2188758248682006
19_29	87	49	1	0	37	0	0	4.477336814478207
19_30	205	117	35	4	42	4	3	5.327876168789581
19_31	770	483	94	50	57	36	50	6.647688373563329
19_32	443	294	58	13	58	4	16	6.095824562432225
19_33	304	238	6	0	58	2	0	5.720311776607412
19_34	17	2	0	0	15	0	0	2.8903717578961645
19_35	1	0	0	0	1	0	0	0.6931471805599453
19_36	12	3	0	0	9	0	0	2.5649493574615367
19_37	4	1	0	0	3	0	0	1.6094379124341003
19_38	1	1	0	0	0	0	0	0.6931471805599453
19_39	3	3	0	0	0	0	0	1.3862943611198906
19_40	0	0	0	0	0	0	0	0.0
19_41	0	0	0	0	0	0	0	0.0
19_42	1	1	0	0	0	0	0	0.6931471805599453
19_43	7	6	1	0	0	0	0	2.0794415416798357
19_44	20	9	0	0	4	0	7	3.044522437723423
19_45	47	25	3	1	6	0	12	3.871201010907891
19_46	8	1	1	0	0	0	6	2.1972245773362196
19_47	12	3	1	0	0	0	8	2.5649493574615367
19_48	37	22	0	0	8	0	7	3.6375861597263857
19_49	0	0	0	0	0	0	0	0.0
19_50	3	3	0	0	0	0	0	1.3862943611198906
19_51	1	1	0	0	0	0	0	0.6931471805599453
19_52	0	0	0	0	0	0	0	0.0
19_53	19	14	1	0	4	0	0	2.995732273553991
19_54	0	0	0	0	0	0	0	0.0
19_55	24	11	2	5	4	2	0	3.2188758248682006
19_56	33	19	2	1	5	0	6	3.5263605246161616
19_57	6	2	1	0	1	0	2	1.9459101490553132
19_58	4	4	0	0	0	0	0	1.6094379124341003
19_59	41	29	5	0	6	1	0	3.7376696182833684
19_60	30	23	0	0	7	0	0	3.4339872044851463
19_61	11	6	0	0	5	0	0	2.4849066497880004
19_62	0	0	0	0	0	0	0	0.0
19_63	0	0	0	0	0	0	0	0.0
19_64	0	0	0	0	0	0	0	0.0
19_65	6	2	3	0	0	0	1	1.9459101490553132
19_66	0	0	0	0	0	0	0	0.0
19_67	0	0	0	0	0	0	0	0.0
19_68	27	11	0	13	1	0	2	3.332204510175204
19_69	3	2	0	1	0	0	0	1.3862943611198906
19_70	8	4	0	1	3	0	0	2.1972245773362196
19_71	56	24	5	8	8	0	11	4.04305126783455
19_72	8	4	0	0	0	0	4	2.1972245773362196
19_73	4	2	0	2	0	0	0	1.6094379124341003
19_74	8	6	0	1	0	0	1	2.1972245773362196
19_75	1	0	0	1	0	0	0	0.6931471805599453
19_76	1	0	0	1	0	0	0	0.6931471805599453
19_77	1	0	0	1	0	0	0	0.6931471805599453
19_78	47	19	4	14	2	0	8	3.871201010907891
19_79	4	0	0	4	0	0	0	1.6094379124341003
19_80	2	1	0	1	0	0	0	1.0986122886681098
19_81	0	0	0	0	0	0	0	0.0
19_82	0	0	0	0	0	0	0	0.0
19_83	0	0	0	0	0	0	0	0.0
19_84	0	0	0	0	0	0	0	0.0
19_85	1	0	0	1	0	0	0	0.6931471805599453
19_86	0	0	0	0	0	0	0	0.0
19_87	0	0	0	0	0	0	0	0.0
19_88	0	0	0	0	0	0	0	0.0
19_89	0	0	0	0	0	0	0	0.0
19_90	7	4	1	1	0	0	1	2.0794415416798357
19_91	2	2	0	0	0	0	0	1.0986122886681098
19_92	0	0	0	0	0	0	0	0.0
19_93	0	0	0	0	0	0	0	0.0
19_94	0	0	0	0	0	0	0	0.0
19_95	0	0	0	0	0	0	0	0.0
19_96	0	0	0	0	0	0	0	0.0
19_97	0	0	0	0	0	0	0	0.0
19_98	0	0	0	0	0	0	0	0.0
19_99	4	3	0	1	0	0	0	1.6094379124341003
19_100	4	4	0	0	0	0	0	1.6094379124341003
20_1	0	0	0	0	0	0	0	0.0
20_2	0	0	0	0	0	0	0	0.0
20_3	0	0	0	0	0	0	0	0.0
20_4	0	0	0	0	0	0	0	0.0
20_5	0	0	0	0	0	0	0	0.0
20_6	0	0	0	0	0	0	0	0.0
20_7	0	0	0	0	0	0	0	0.0
20_8	0	0	0	0	0	0	0	0.0
20_9	0	0	0	0	0	0	0	0.0
20_10	0	0	0	0	0	0	0	0.0
20_11	0	0	0	0	0	0	0	0.0
20_12	0	0	0	0	0	0	0	0.0
20_13	0	0	0	0	0	0	0	0.0
20_14	0	0	0	0	0	0	0	0.0
20_15	0	0	0	0	0	0	0	0.0
20_16	0	0	0	0	0	0	0	0.0
20_17	0	0	0	0	0	0	0	0.0
20_18	0	0	0	0	0	0	0	0.0
20_19	0	0	0	0	0	0	0	0.0
20_20	0	0	0	0	0	0	0	0.0
20_21	0	0	0	0	0	0	0	0.0
20_22	0	0	0	0	0	0	0	0.0
20_23	0	0	0	0	0	0	0	0.0
20_24	0	0	0	0	0	0	0	0.0
20_25	0	0	0	0	0	0	0	0.0
20_26	0	0	0	0	0	0	0	0.0
20_27	0	0	0	0	0	0	0	0.0
20_28	18	10	0	0	8	0	0	2.9444389791664403
20_29	96	47	7	3	39	0	0	4.574710978503383
20_30	105	54	8	0	43	0	0	4.663439094112067
20_31	131	64	11	0	34	4	18	4.882801922586371
20_32	90	45	4	0	41	0	0	4.51085950651685
20_33	145	71	23	0	47	0	4	4.983606621708336
20_34	29	15	1	0	13	0	0	3.4011973816621555
20_35	11	9	0	0	2	0	0	2.4849066497880004
20_36	6	6	0	0	0	0	0	1.9459101490553132
20_37	0	0	0	0	0	0	0	0.0
20_38	1	0	0	0	1	0	0	0.6931471805599453
20_39	0	0	0	0	0	0	0	0.0
20_40	0	0	0	0	0	0	0	0.0
20_41	0	0	0	0	0	0	0	0.0
20_42	0	0	0	0	0	0	0	0.0
20_43	6	5	0	0	1	0	0	1.9459101490553132
20_44	8	2	0	0	1	0	5	2.1972245773362196
20_45	15	9	1	0	0	0	5	2.772588722239781
20_46	18	10	1	0	0	2	5	2.9444389791664403
20_47	19	9	0	0	0	2	8	2.995732273553991
20_48	3	3	0	0	0	0	0	1.3862943611198906
20_49	2	2	0	0	0	0	0	1.0986122886681098
20_50	3	2	0	1	0	0	0	1.3862943611198906
20_51	0	0	0	0	0	0	0	0.0
20_52	0	0	0	0	0	0	0	0.0
20_53	1	1	0	0	0	0	0	0.6931471805599453
20_54	0	0	0	0	0	0	0	0.0
20_55	5	4	0	0	1	0	0	1.791759469228055
20_56	12	7	3	0	2	0	0	2.5649493574615367
20_57	12	6	0	4	2	0	0	2.5649493574615367
20_58	6	3	2	0	0	1	0	1.9459101490553132
20_59	8	8	0	0	0	0	0	2.1972245773362196
20_60	3	3	0	0	0	0	0	1.3862943611198906
20_61	11	9	0	1	1	0	0	2.4849066497880004
20_62	28	13	0	0	11	3	1	3.367295829986474
20_63	17	12	0	0	4	0	1	2.8903717578961645
20_64	38	25	2	10	1	0	0	3.6635616461296463
20_65	43	24	0	2	8	0	9	3.784189633918261
20_66	1	0	0	0	1	0	0	0.6931471805599453
20_67	0	0	0	0	0	0	0	0.0
20_68	0	0	0	0	0	0	0	0.0
20_69	0	0	0	0	0	0	0	0.0
20_70	0	0	0	0	0	0	0	0.0
20_71	0	0	0	0	0	0	0	0.0
20_72	0	0	0	0	0	0	0	0.0
20_73	0	0	0	0	0	0	0	0.0
20_74	0	0	0	0	0	0	0	0.0
20_75	0	0	0	0	0	0	0	0.0
20_76	1	0	0	1	0	0	0	0.6931471805599453
20_77	0	0	0	0	0	0	0	0.0
20_78	0	0	0	0	0	0	0	0.0
20_79	9	5	0	4	0	0	0	2.302585092994046
20_80	0	0	0	0	0	0	0	0.0
20_81	1	0	0	1	0	0	0	0.6931471805599453
20_82	0	0	0	0	0	0	0	0.0
20_83	0	0	0	0	0	0	0	0.0
20_84	0	0	0	0	0	0	0	0.0
20_85	0	0	0	0	0	0	0	0.0
20_86	1	0	0	1	0	0	0	0.6931471805599453
20_87	0	0	0	0	0	0	0	0.0
20_88	0	0	0	0	0	0	0	0.0
20_89	0	0	0	0	0	0	0	0.0
20_90	3	0	1	0	1	0	1	1.3862943611198906
20_91	10	2	0	1	1	0	6	2.3978952727983707
20_92	0	0	0	0	0	0	0	0.0
20_93	4	4	0	0	0	0	0	1.6094379124341003
20_94	0	0	0	0	0	0	0	0.0
20_95	3	2	1	0	0	0	0	1.3862943611198906
20_96	8	5	0	2	1	0	0	2.1972245773362196
20_97	3	2	0	1	0	0	0	1.3862943611198906
20_98	19	12	4	2	0	1	0	2.995732273553991
20_99	13	9	3	1	0	0	0	2.6390573296152584
20_100	37	26	3	1	6	1	0	3.6375861597263857
21_1	0	0	0	0	0	0	0	0.0
21_2	0	0	0	0	0	0	0	0.0
21_3	0	0	0	0	0	0	0	0.0
21_4	0	0	0	0	0	0	0	0.0
21_5	0	0	0	0	0	0	0	0.0
21_6	0	0	0	0	0	0	0	0.0
21_7	0	0	0	0	0	0	0	0.0
21_8	0	0	0	0	0	0	0	0.0
21_9	0	0	0	0	0	0	0	0.0
21_10	0	0	0	0	0	0	0	0.0
21_11	0	0	0	0	0	0	0	0.0
21_12	0	0	0	0	0	0	0	0.0
21_13	0	0	0	0	0	0	0	0.0
21_14	0	0	0	0	0	0	0	0.0
21_15	0	0	0	0	0	0	0	0.0
21_16	0	0	0	0	0	0	0	0.0
21_17	0	0	0	0	0	0	0	0.0
21_18	0	0	0	0	0	0	0	0.0
21_19	0	0	0	0	0	0	0	0.0
21_20	0	0	0	0	0	0	0	0.0
21_21	0	0	0	0	0	0	0	0.0
21_22	0	0	0	0	0	0	0	0.0
21_23	0	0	0	0	0	0	0	0.0
21_24	0	0	0	0	0	0	0	0.0
21_25	0	0	0	0	0	0	0	0.0
21_26	0	0	0	0	0	0	0	0.0
21_27	0	0	0	0	0	0	0	0.0
21_28	0	0	0	0	0	0	0	0.0
21_29	7	4	0	2	1	0	0	2.0794415416798357
21_30	61	34	1	1	21	3	1	4.127134385045092
21_31	122	70	4	2	22	3	21	4.812184355372417
21_32	44	18	2	0	24	0	0	3.8066624897703196
21_33	48	29	3	0	16	0	0	3.8918202981106265
21_34	39	27	1	0	11	0	0	3.6888794541139363
21_35	2	2	0	0	0	0	0	1.0986122886681098
21_36	0	0	0	0	0	0	0	0.0
21_37	5	4	0	0	1	0	0	1.791759469228055
21_38	0	0	0	0	0	0	0	0.0
21_39	0	0	0	0	0	0	0	0.0
21_40	1	1	0	0	0	0	0	0.6931471805599453
21_41	7	7	0	0	0	0	0	2.0794415416798357
21_42	12	12	0	0	0	0	0	2.5649493574615367
21_43	11	6	0	0	3	0	2	2.4849066497880004
21_44	20	5	1	0	6	0	8	3.044522437723423
21_45	5	5	0	0	0	0	0	1.791759469228055
21_46	65	45	5	0	9	0	6	4.189654742026425
21_47	101	53	28	1	5	0	14	4.624972813284271
21_48	19	8	1	0	0	0	10	2.995732273553991
21_49	21	12	4	0	0	0	5	3.091042453358316
21_50	2	2	0	0	0	0	0	1.0986122886681098
21_51	5	3	0	1	1	0	0	1.791759469228055
21_52	3	2	1	0	0	0	0	1.3862943611198906
21_53	4	4	0	0	0	0	0	1.6094379124341003
21_54	3	2	0	0	0	1	0	1.3862943611198906
21_55	13	8	1	0	1	0	3	2.6390573296152584
21_56	0	0	0	0	0	0	0	0.0
21_57	11	5	4	1	1	0	0	2.4849066497880004
21_58	55	31	3	0	21	0	0	4.02535169073515
21_59	33	21	0	2	10	0	0	3.5263605246161616
21_60	11	10	1	0	0	0	0	2.4849066497880004
21_61	26	17	0	0	9	0	0	3.295836866004329
21_62	14	5	1	0	2	1	5	2.70805020110221
21_63	17	14	0	0	3	0	0	2.8903717578961645
21_64	19	13	0	0	6	0	0	2.995732273553991
21_65	20	15	0	0	3	0	2	3.044522437723423
21_66	10	8	0	0	2	0	0	2.3978952727983707
21_67	1	1	0	0	0	0	0	0.6931471805599453
21_68	0	0	0	0	0	0	0	0.0
21_69	0	0	0	0	0	0	0	0.0
21_70	0	0	0	0	0	0	0	0.0
21_71	0	0	0	0	0	0	0	0.0
21_72	0	0	0	0	0	0	0	0.0
21_73	0	0	0	0	0	0	0	0.0
21_74	0	0	0	0	0	0	0	0.0
21_75	0	0	0	0	0	0	0	0.0
21_76	0	0	0	0	0	0	0	0.0
21_77	0	0	0	0	0	0	0	0.0
21_78	1	0	0	1	0	0	0	0.6931471805599453
21_79	0	0	0	0	0	0	0	0.0
21_80	0	0	0	0	0	0	0	0.0
21_81	0	0	0	0	0	0	0	0.0
21_82	0	0	0	0	0	0	0	0.0
21_83	0	0	0	0	0	0	0	0.0
21_84	0	0	0	0	0	0	0	0.0
21_85	0	0	0	0	0	0	0	0.0
21_86	1	0	0	1	0	0	0	0.6931471805599453
21_87	0	0	0	0	0	0	0	0.0
21_88	0	0	0	0	0	0	0	0.0
21_89	0	0	0	0	0	0	0	0.0
21_90	0	0	0	0	0	0	0	0.0
21_91	5	4	1	0	0	0	0	1.791759469228055
21_92	0	0	0	0	0	0	0	0.0
21_93	0	0	0	0	0	0	0	0.0
21_94	0	0	0	0	0	0	0	0.0
21_95	0	0	0	0	0	0	0	0.0
21_96	0	0	0	0	0	0	0	0.0
21_97	27	19	2	1	5	0	0	3.332204510175204
21_98	10	5	3	2	0	0	0	2.3978952727983707
21_99	0	0	0	0	0	0	0	0.0
21_100	0	0	0	0	0	0	0	0.0
22_1	0	0	0	0	0	0	0	0.0
22_2	0	0	0	0	0	0	0	0.0
22_3	0	0	0	0	0	0	0	0.0
22_4	0	0	0	0	0	0	0	0.0
22_5	0	0	0	0	0	0	0	0.0
22_6	0	0	0	0	0	0	0	0.0
22_7	0	0	0	0	0	0	0	0.0
22_8	0	0	0	0	0	0	0	0.0
22_9	0	0	0	0	0	0	0	0.0
22_10	0	0	0	0	0	0	0	0.0
22_11	0	0	0	0	0	0	0	0.0
22_12	0	0	0	0	0	0	0	0.0
22_13	0	0	0	0	0	0	0	0.0
22_14	0	0	0	0	0	0	0	0.0
22_15	0	0	0	0	0	0	0	0.0
22_16	0	0	0	0	0	0	0	0.0
22_17	0	0	0	0	0	0	0	0.0
22_18	0	0	0	0	0	0	0	0.0
22_19	0	0	0	0	0	0	0	0.0
22_20	0	0	0	0	0	0	0	0.0
22_21	0	0	0	0	0	0	0	0.0
22_22	0	0	0	0	0	0	0	0.0
22_23	0	0	0	0	0	0	0	0.0
22_24	0	0	0	0	0	0	0	0.0
22_25	0	0	0	0	0	0	0	0.0
22_26	0	0	0	0	0	0	0	0.0
22_27	0	0	0	0	0	0	0	0.0
22_28	0	0	0	0	0	0	0	0.0
22_29	0	0	0	0	0	0	0	0.0
22_30	23	12	5	1	5	0	0	3.1780538303479458
22_31	116	74	9	0	30	0	3	4.762173934797756
22_32	6	3	0	0	3	0	0	1.9459101490553132
22_33	5	2	0	0	3	0	0	1.791759469228055
22_34	12	9	2	0	1	0	0	2.5649493574615367
22_35	52	38	4	0	10	0	0	3.970291913552122
22_36	1	1	0	0	0	0	0	0.6931471805599453
22_37	4	3	0	0	1	0	0	1.6094379124341003
22_38	0	0	0	0	0	0	0	0.0
22_39	0	0	0	0	0	0	0	0.0
22_40	0	0	0	0	0	0	0	0.0
22_41	2	1	0	0	1	0	0	1.0986122886681098
22_42	9	4	0	0	1	0	4	2.302585092994046
22_43	4	1	0	0	0	0	3	1.6094379124341003
22_44	4	3	0	0	0	0	1	1.6094379124341003
22_45	3	0	0	0	0	0	3	1.3862943611198906
22_46	60	25	3	1	10	0	21	4.110873864173311
22_47	97	52	12	5	6	0	22	4.584967478670572
22_48	16	7	1	0	4	0	4	2.833213344056216
22_49	26	12	0	0	9	0	5	3.295836866004329
22_50	9	7	1	1	0	0	0	2.302585092994046
22_51	31	8	0	19	4	0	0	3.4657359027997265
22_52	0	0	0	0	0	0	0	0.0
22_53	1	0	0	1	0	0	0	0.6931471805599453
22_54	1	0	0	1	0	0	0	0.6931471805599453
22_55	25	11	1	0	13	0	0	3.258096538021482
22_56	8	6	0	0	2	0	0	2.1972245773362196
22_57	38	26	1	0	11	0	0	3.6635616461296463
22_58	55	27	3	0	20	4	1	4.02535169073515
22_59	44	29	6	2	4	3	0	3.8066624897703196
22_60	38	21	2	0	11	0	4	3.6635616461296463
22_61	10	5	0	0	4	0	1	2.3978952727983707
22_62	10	10	0	0	0	0	0	2.3978952727983707
22_63	11	10	0	0	1	0	0	2.4849066497880004
22_64	17	16	0	0	1	0	0	2.8903717578961645
22_65	16	13	0	0	1	0	2	2.833213344056216
22_66	9	9	0	0	0	0	0	2.302585092994046
22_67	1	1	0	0	0	0	0	0.6931471805599453
22_68	0	0	0	0	0	0	0	0.0
22_69	0	0	0	0	0	0	0	0.0
22_70	0	0	0	0	0	0	0	0.0
22_71	0	0	0	0	0	0	0	0.0
22_72	0	0	0	0	0	0	0	0.0
22_73	0	0	0	0	0	0	0	0.0
22_74	1	1	0	0	0	0	0	0.6931471805599453
22_75	1	1	0	0	0	0	0	0.6931471805599453
22_76	5	3	0	1	1	0	0	1.791759469228055
22_77	0	0	0	0	0	0	0	0.0
22_78	0	0	0	0	0	0	0	0.0
22_79	0	0	0	0	0	0	0	0.0
22_80	0	0	0	0	0	0	0	0.0
22_81	3	1	0	2	0	0	0	1.3862943611198906
22_82	0	0	0	0	0	0	0	0.0
22_83	1	0	0	0	0	0	1	0.6931471805599453
22_84	0	0	0	0	0	0	0	0.0
22_85	0	0	0	0	0	0	0	0.0
22_86	0	0	0	0	0	0	0	0.0
22_87	0	0	0	0	0	0	0	0.0
22_88	1	0	0	1	0	0	0	0.6931471805599453
22_89	0	0	0	0	0	0	0	0.0
22_90	2	2	0	0	0	0	0	1.0986122886681098
22_91	32	19	3	7	0	0	3	3.4965075614664802
22_92	4	3	0	0	1	0	0	1.6094379124341003
22_93	0	0	0	0	0	0	0	0.0
22_94	0	0	0	0	0	0	0	0.0
22_95	2	2	0	0	0	0	0	1.0986122886681098
22_96	0	0	0	0	0	0	0	0.0
22_97	9	7	0	1	1	0	0	2.302585092994046
22_98	5	5	0	0	0	0	0	1.791759469228055
22_99	4	4	0	0	0	0	0	1.6094379124341003
22_100	6	4	1	1	0	0	0	1.9459101490553132
23_1	0	0	0	0	0	0	0	0.0
23_2	0	0	0	0	0	0	0	0.0
23_3	0	0	0	0	0	0	0	0.0
23_4	0	0	0	0	0	0	0	0.0
23_5	0	0	0	0	0	0	0	0.0
23_6	0	0	0	0	0	0	0	0.0
23_7	0	0	0	0	0	0	0	0.0
23_8	0	0	0	0	0	0	0	0.0
23_9	0	0	0	0	0	0	0	0.0
23_10	0	0	0	0	0	0	0	0.0
23_11	0	0	0	0	0	0	0	0.0
23_12	0	0	0	0	0	0	0	0.0
23_13	0	0	0	0	0	0	0	0.0
23_14	0	0	0	0	0	0	0	0.0
23_15	0	0	0	0	0	0	0	0.0
23_16	0	0	0	0	0	0	0	0.0
23_17	0	0	0	0	0	0	0	0.0
23_18	0	0	0	0	0	0	0	0.0
23_19	0	0	0	0	0	0	0	0.0
23_20	0	0	0	0	0	0	0	0.0
23_21	0	0	0	0	0	0	0	0.0
23_22	0	0	0	0	0	0	0	0.0
23_23	0	0	0	0	0	0	0	0.0
23_24	0	0	0	0	0	0	0	0.0
23_25	0	0	0	0	0	0	0	0.0
23_26	0	0	0	0	0	0	0	0.0
23_27	0	0	0	0	0	0	0	0.0
23_28	0	0	0	0	0	0	0	0.0
23_29	0	0	0	0	0	0	0	0.0
23_30	0	0	0	0	0	0	0	0.0
23_31	29	20	0	0	7	0	2	3.4011973816621555
23_32	19	7	1	1	10	0	0	2.995732273553991
23_33	3	2	0	0	0	1	0	1.3862943611198906
23_34	0	0	0	0	0	0	0	0.0
23_35	129	86	11	0	18	1	13	4.867534450455582
23_36	49	38	3	0	7	0	1	3.912023005428146
23_37	28	13	0	1	14	0	0	3.367295829986474
23_38	11	4	0	0	2	0	5	2.4849066497880004
23_39	1	1	0	0	0	0	0	0.6931471805599453
23_40	4	3	0	1	0	0	0	1.6094379124341003
23_41	6	4	0	1	1	0	0	1.9459101490553132
23_42	69	31	10	0	12	0	16	4.248495242049359
23_43	21	12	2	2	2	0	3	3.091042453358316
23_44	16	8	0	1	5	0	2	2.833213344056216
23_45	0	0	0	0	0	0	0	0.0
23_46	6	6	0	0	0	0	0	1.9459101490553132
23_47	21	9	8	0	0	0	4	3.091042453358316
23_48	16	9	1	0	2	0	4	2.833213344056216
23_49	19	7	0	0	7	0	5	2.995732273553991
23_50	14	11	0	0	3	0	0	2.70805020110221
23_51	5	3	0	0	2	0	0	1.791759469228055
23_52	5	0	0	0	0	0	5	1.791759469228055
23_53	5	2	0	0	2	0	1	1.791759469228055
23_54	7	3	0	0	4	0	0	2.0794415416798357
23_55	10	6	1	0	3	0	0	2.3978952727983707
23_56	42	25	5	0	6	1	5	3.7612001156935624
23_57	288	156	112	0	11	2	7	5.666426688112432
23_58	71	37	24	0	10	0	0	4.276666119016055
23_59	163	109	39	2	12	0	1	5.099866427824199
23_60	119	76	21	0	16	0	6	4.787491742782046
23_61	36	19	12	0	5	0	0	3.6109179126442243
23_62	15	15	0	0	0	0	0	2.772588722239781
23_63	6	4	0	0	2	0	0	1.9459101490553132
23_64	45	32	3	1	8	0	1	3.828641396489095
23_65	21	17	0	0	4	0	0	3.091042453358316
23_66	14	9	0	0	5	0	0	2.70805020110221
