cell_id	poi_count_total	poi_amenity_count	poi_shop_count	poi_tourism_count	poi_leisure_count	poi_office_count	poi_public_transport_count	poi_log1p_total
33_48	57	42	3	6	3	0	3	4.060443010546419
33_49	0	0	0	0	0	0	0	0.0
33_50	0	0	0	0	0	0	0	0.0
33_51	0	0	0	0	0	0	0	0.0
33_52	0	0	0	0	0	0	0	0.0
33_53	0	0	0	0	0	0	0	0.0
33_54	0	0	0	0	0	0	0	0.0
33_55	0	0	0	0	0	0	0	0.0
33_56	0	0	0	0	0	0	0	0.0
33_57	0	0	0	0	0	0	0	0.0
33_58	0	0	0	0	0	0	0	0.0
33_59	0	0	0	0	0	0	0	0.0
33_60	0	0	0	0	0	0	0	0.0
33_61	0	0	0	0	0	0	0	0.0
33_62	0	0	0	0	0	0	0	0.0
33_63	0	0	0	0	0	0	0	0.0
33_64	0	0	0	0	0	0	0	0.0
33_65	0	0	0	0	0	0	0	0.0
33_66	0	0	0	0	0	0	0	0.0
33_67	0	0	0	0	0	0	0	0.0
33_68	0	0	0	0	0	0	0	0.0
33_69	9	5	0	0	4	0	0	2.302585092994046
33_70	120	79	6	5	21	0	9	4.795790545596741
33_71	243	199	19	1	22	1	1	5.497168225293202
33_72	72	55	4	0	12	1	0	4.290459441148391
33_73	99	61	4	2	12	1	19	4.605170185988092
33_74	40	25	2	0	12	0	1	3.713572066704308
33_75	29	22	0	0	6	0	1	3.4011973816621555
33_76	54	29	2	1	15	0	7	4.007333185232471
33_77	34	18	0	6	9	0	1	3.5553480614894135
33_78	0	0	0	0	0	0	0	0.0
33_79	0	0	0	0	0	0	0	0.0
33_80	5	3	0	2	0	0	0	1.791759469228055
33_81	0	0	0	0	0	0	0	0.0
33_82	0	0	0	0	0	0	0	0.0
33_83	0	0	0	0	0	0	0	0.0
33_84	0	0	0	0	0	0	0	0.0
33_85	0	0	0	0	0	0	0	0.0
33_86	0	0	0	0	0	0	0	0.0
33_87	0	0	0	0	0	0	0	0.0
33_88	0	0	0	0	0	0	0	0.0
33_89	0	0	0	0	0	0	0	0.0
33_90	0	0	0	0	0	0	0	0.0
33_91	0	0	0	0	0	0	0	0.0
33_92	3	3	0	0	0	0	0	1.3862943611198906
33_93	0	0	0	0	0	0	0	0.0
33_94	0	0	0	0	0	0	0	0.0
33_95	0	0	0	0	0	0	0	0.0
33_96	0	0	0	0	0	0	0	0.0
33_97	0	0	0	0	0	0	0	0.0
33_98	2	0	0	0	0	0	2	1.0986122886681098
33_99	0	0	0	0	0	0	0	0.0
33_100	0	0	0	0	0	0	0	0.0
34_1	0	0	0	0	0	0	0	0.0
34_2	0	0	0	0	0	0	0	0.0
34_3	0	0	0	0	0	0	0	0.0
34_4	0	0	0	0	0	0	0	0.0
34_5	0	0	0	0	0	0	0	0.0
34_6	0	0	0	0	0	0	0	0.0
34_7	0	0	0	0	0	0	0	0.0
34_8	0	0	0	0	0	0	0	0.0
34_9	0	0	0	0	0	0	0	0.0
34_10	0	0	0	0	0	0	0	0.0
34_11	0	0	0	0	0	0	0	0.0
34_12	0	0	0	0	0	0	0	0.0
34_13	0	0	0	0	0	0	0	0.0
34_14	0	0	0	0	0	0	0	0.0
34_15	0	0	0	0	0	0	0	0.0
34_16	0	0	0	0	0	0	0	0.0
34_17	0	0	0	0	0	0	0	0.0
34_18	0	0	0	0	0	0	0	0.0
34_19	0	0	0	0	0	0	0	0.0
34_20	0	0	0	0	0	0	0	0.0
34_21	0	0	0	0	0	0	0	0.0
34_22	0	0	0	0	0	0	0	0.0
34_23	0	0	0	0	0	0	0	0.0
34_24	0	0	0	0	0	0	0	0.0
34_25	0	0	0	0	0	0	0	0.0
34_26	0	0	0	0	0	0	0	0.0
34_27	0	0	0	0	0	0	0	0.0
34_28	0	0	0	0	0	0	0	0.0
34_29	0	0	0	0	0	0	0	0.0
34_30	0	0	0	0	0	0	0	0.0
34_31	0	0	0	0	0	0	0	0.0
34_32	0	0	0	0	0	0	0	0.0
34_33	0	0	0	0	0	0	0	0.0
34_34	0	0	0	0	0	0	0	0.0
34_35	0	0	0	0	0	0	0	0.0
34_36	0	0	0	0	0	0	0	0.0
34_37	32	26	0	2	4	0	0	3.4965075614664802
34_38	123	74	18	7	14	1	9	4.820281565605037
34_39	59	29	26	0	3	1	0	4.0943445622221
34_40	16	15	1	0	0	0	0	2.833213344056216
34_41	0	0	0	0	0	0	0	0.0
34_42	2	2	0	0	0	0	0	1.0986122886681098
34_43	3	0	2	0	1	0	0	1.3862943611198906
34_44	2	2	0	0	0	0	0	1.0986122886681098
34_45	4	4	0	0	0	0	0	1.6094379124341003
34_46	1	1	0	0	0	0	0	0.6931471805599453
34_47	4	2	0	1	1	0	0	1.6094379124341003
34_48	16	13	0	0	2	0	1	2.833213344056216
34_49	15	12	1	0	0	0	2	2.772588722239781
34_50	0	0	0	0	0	0	0	0.0
34_51	0	0	0	0	0	0	0	0.0
34_52	0	0	0	0	0	0	0	0.0
34_53	0	0	0	0	0	0	0	0.0
34_54	0	0	0	0	0	0	0	0.0
34_55	0	0	0	0	0	0	0	0.0
34_56	0	0	0	0	0	0	0	0.0
34_57	0	0	0	0	0	0	0	0.0
34_58	0	0	0	0	0	0	0	0.0
34_59	0	0	0	0	0	0	0	0.0
34_60	0	0	0	0	0	0	0	0.0
34_61	0	0	0	0	0	0	0	0.0
34_62	0	0	0	0	0	0	0	0.0
34_63	0	0	0	0	0	0	0	0.0
34_64	0	0	0	0	0	0	0	0.0
34_65	0	0	0	0	0	0	0	0.0
34_66	0	0	0	0	0	0	0	0.0
34_67	0	0	0	0	0	0	0	0.0
34_68	0	0	0	0	0	0	0	0.0
34_69	39	26	5	2	6	0	0	3.6888794541139363
34_70	86	69	4	3	10	0	0	4.465908118654584
34_71	26	23	0	1	1	1	0	3.295836866004329
34_72	49	39	2	0	8	0	0	3.912023005428146
34_73	31	25	1	0	5	0	0	3.4657359027997265
34_74	18	13	0	0	5	0	0	2.9444389791664403
34_75	23	15	0	0	2	0	6	3.1780538303479458
34_76	39	24	2	0	9	0	4	3.6888794541139363
34_77	35	11	0	0	21	0	3	3.58351893845611
34_78	1	1	0	0	0	0	0	0.6931471805599453
34_79	3	2	0	0	1	0	0	1.3862943611198906
34_80	1	1	0	0	0	0	0	0.6931471805599453
34_81	0	0	0	0	0	0	0	0.0
34_82	0	0	0	0	0	0	0	0.0
34_83	0	0	0	0	0	0	0	0.0
34_84	0	0	0	0	0	0	0	0.0
34_85	0	0	0	0	0	0	0	0.0
34_86	0	0	0	0	0	0	0	0.0
34_87	0	0	0	0	0	0	0	0.0
34_88	0	0	0	0	0	0	0	0.0
34_89	0	0	0	0	0	0	0	0.0
34_90	0	0	0	0	0	0	0	0.0
34_91	0	0	0	0	0	0	0	0.0
34_92	8	5	0	2	0	0	1	2.1972245773362196
34_93	0	0	0	0	0	0	0	0.0
34_94	1	0	0	1	0	0	0	0.6931471805599453
34_95	0	0	0	0	0	0	0	0.0
34_96	0	0	0	0	0	0	0	0.0
34_97	0	0	0	0	0	0	0	0.0
34_98	0	0	0	0	0	0	0	0.0
34_99	0	0	0	0	0	0	0	0.0
34_100	0	0	0	0	0	0	0	0.0
35_1	0	0	0	0	0	0	0	0.0
35_2	0	0	0	0	0	0	0	0.0
35_3	0	0	0	0	0	0	0	0.0
35_4	0	0	0	0	0	0	0	0.0
35_5	0	0	0	0	0	0	0	0.0
35_6	0	0	0	0	0	0	0	0.0
35_7	0	0	0	0	0	0	0	0.0
35_8	0	0	0	0	0	0	0	0.0
35_9	0	0	0	0	0	0	0	0.0
35_10	0	0	0	0	0	0	0	0.0
35_11	0	0	0	0	0	0	0	0.0
35_12	0	0	0	0	0	0	0	0.0
35_13	0	0	0	0	0	0	0	0.0
35_14	0	0	0	0	0	0	0	0.0
35_15	0	0	0	0	0	0	0	0.0
35_16	0	0	0	0	0	0	0	0.0
35_17	0	0	0	0	0	0	0	0.0
35_18	0	0	0	0	0	0	0	0.0
35_19	0	0	0	0	0	0	0	0.0
35_20	0	0	0	0	0	0	0	0.0
35_21	0	0	0	0	0	0	0	0.0
35_22	0	0	0	0	0	0	0	0.0
35_23	0	0	0	0	0	0	0	0.0
35_24	0	0	0	0	0	0	0	0.0
35_25	0	0	0	0	0	0	0	0.0
35_26	0	0	0	0	0	0	0	0.0
35_27	0	0	0	0	0	0	0	0.0
35_28	0	0	0	0	0	0	0	0.0
35_29	0	0	0	0	0	0	0	0.0
35_30	0	0	0	0	0	0	0	0.0
35_31	0	0	0	0	0	0	0	0.0
35_32	0	0	0	0	0	0	0	0.0
35_33	0	0	0	0	0	0	0	0.0
35_34	0	0	0	0	0	0	0	0.0
35_35	0	0	0	0	0	0	0	0.0
35_36	0	0	0	0	0	0	0	0.0
35_37	40	29	1	2	4	4	0	3.713572066704308
35_38	42	28	12	0	2	0	0	3.7612001156935624
35_39	0	0	0	0	0	0	0	0.0
35_40	3	1	0	0	2	0	0	1.3862943611198906
35_41	1	1	0	0	0	0	0	0.6931471805599453
35_42	1	1	0	0	0	0	0	0.6931471805599453
35_43	0	0	0	0	0	0	0	0.0
35_44	0	0	0	0	0	0	0	0.0
35_45	2	2	0	0	0	0	0	1.0986122886681098
35_46	1	1	0	0	0	0	0	0.6931471805599453
35_47	0	0	0	0	0	0	0	0.0
35_48	1	1	0	0	0	0	0	0.6931471805599453
35_49	11	8	0	0	3	0	0	2.4849066497880004
35_50	25	19	1	2	3	0	0	3.258096538021482
35_51	0	0	0	0	0	0	0	0.0
35_52	0	0	0	0	0	0	0	0.0
35_53	0	0	0	0	0	0	0	0.0
35_54	0	0	0	0	0	0	0	0.0
35_55	0	0	0	0	0	0	0	0.0
35_56	0	0	0	0	0	0	0	0.0
35_57	0	0	0	0	0	0	0	0.0
35_58	0	0	0	0	0	0	0	0.0
35_59	0	0	0	0	0	0	0	0.0
35_60	0	0	0	0	0	0	0	0.0
35_61	0	0	0	0	0	0	0	0.0
35_62	0	0	0	0	0	0	0	0.0
35_63	0	0	0	0	0	0	0	0.0
35_64	0	0	0	0	0	0	0	0.0
35_65	0	0	0	0	0	0	0	0.0
35_66	0	0	0	0	0	0	0	0.0
35_67	0	0	0	0	0	0	0	0.0
35_68	0	0	0	0	0	0	0	0.0
35_69	0	0	0	0	0	0	0	0.0
35_70	51	35	4	0	5	0	7	3.9512437185814275
35_71	8	8	0	0	0	0	0	2.1972245773362196
35_72	42	37	2	0	3	0	0	3.7612001156935624
35_73	21	20	0	0	1	0	0	3.091042453358316
35_74	30	13	0	0	12	1	4	3.4339872044851463
35_75	16	9	1	1	2	0	3	2.833213344056216
35_76	38	17	0	2	4	0	15	3.6635616461296463
35_77	45	22	0	0	6	0	17	3.828641396489095
35_78	14	6	0	0	0	0	8	2.70805020110221
35_79	0	0	0	0	0	0	0	0.0
35_80	0	0	0	0	0	0	0	0.0
35_81	0	0	0	0	0	0	0	0.0
35_82	0	0	0	0	0	0	0	0.0
35_83	0	0	0	0	0	0	0	0.0
35_84	1	1	0	0	0	0	0	0.6931471805599453
35_85	0	0	0	0	0	0	0	0.0
35_86	0	0	0	0	0	0	0	0.0
35_87	0	0	0	0	0	0	0	0.0
35_88	0	0	0	0	0	0	0	0.0
35_89	0	0	0	0	0	0	0	0.0
35_90	2	1	0	1	0	0	0	1.0986122886681098
35_91	0	0	0	0	0	0	0	0.0
35_92	0	0	0	0	0	0	0	0.0
35_93	1	0	0	0	0	0	1	0.6931471805599453
35_94	0	0	0	0	0	0	0	0.0
35_95	0	0	0	0	0	0	0	0.0
35_96	1	0	0	1	0	0	0	0.6931471805599453
35_97	0	0	0	0	0	0	0	0.0
35_98	0	0	0	0	0	0	0	0.0
35_99	0	0	0	0	0	0	0	0.0
35_100	1	1	0	0	0	0	0	0.6931471805599453
36_1	0	0	0	0	0	0	0	0.0
36_2	0	0	0	0	0	0	0	0.0
36_3	0	0	0	0	0	0	0	0.0
36_4	0	0	0	0	0	0	0	0.0
36_5	0	0	0	0	0	0	0	0.0
36_6	0	0	0	0	0	0	0	0.0
36_7	0	0	0	0	0	0	0	0.0
36_8	0	0	0	0	0	0	0	0.0
36_9	0	0	0	0	0	0	0	0.0
36_10	0	0	0	0	0	0	0	0.0
36_11	0	0	0	0	0	0	0	0.0
36_12	0	0	0	0	0	0	0	0.0
36_13	0	0	0	0	0	0	0	0.0
36_14	0	0	0	0	0	0	0	0.0
36_15	0	0	0	0	0	0	0	0.0
36_16	0	0	0	0	0	0	0	0.0
36_17	0	0	0	0	0	0	0	0.0
36_18	0	0	0	0	0	0	0	0.0
36_19	0	0	0	0	0	0	0	0.0
36_20	0	0	0	0	0	0	0	0.0
36_21	0	0	0	0	0	0	0	0.0
36_22	0	0	0	0	0	0	0	0.0
36_23	0	0	0	0	0	0	0	0.0
36_24	0	0	0	0	0	0	0	0.0
36_25	0	0	0	0	0	0	0	0.0
36_26	0	0	0	0	0	0	0	0.0
36_27	0	0	0	0	0	0	0	0.0
36_28	0	0	0	0	0	0	0	0.0
36_29	0	0	0	0	0	0	0	0.0
36_30	0	0	0	0	0	0	0	0.0
36_31	0	0	0	0	0	0	0	0.0
36_32	0	0	0	0	0	0	0	0.0
36_33	0	0	0	0	0	0	0	0.0
36_34	0	0	0	0	0	0	0	0.0
36_35	0	0	0	0	0	0	0	0.0
36_36	1	1	0	0	0	0	0	0.6931471805599453
36_37	62	33	0	17	7	5	0	4.143134726391533
36_38	8	6	0	0	2	0	0	2.1972245773362196
36_39	9	7	0	0	0	0	2	2.302585092994046
36_40	0	0	0	0	0	0	0	0.0
36_41	11	6	0	0	2	0	3	2.4849066497880004
36_42	6	6	0	0	0	0	0	1.9459101490553132
36_43	0	0	0	0	0	0	0	0.0
36_44	0	0	0	0	0	0	0	0.0
36_45	0	0	0	0	0	0	0	0.0
36_46	0	0	0	0	0	0	0	0.0
36_47	1	1	0	0	0	0	0	0.6931471805599453
36_48	0	0	0	0	0	0	0	0.0
36_49	0	0	0	0	0	0	0	0.0
36_50	7	5	0	2	0	0	0	2.0794415416798357
36_51	0	0	0	0	0	0	0	0.0
36_52	0	0	0	0	0	0	0	0.0
36_53	0	0	0	0	0	0	0	0.0
36_54	0	0	0	0	0	0	0	0.0
36_55	0	0	0	0	0	0	0	0.0
36_56	0	0	0	0	0	0	0	0.0
36_57	0	0	0	0	0	0	0	0.0
36_58	0	0	0	0	0	0	0	0.0
36_59	0	0	0	0	0	0	0	0.0
36_60	0	0	0	0	0	0	0	0.0
36_61	0	0	0	0	0	0	0	0.0
36_62	0	0	0	0	0	0	0	0.0
36_63	0	0	0	0	0	0	0	0.0
36_64	0	0	0	0	0	0	0	0.0
36_65	0	0	0	0	0	0	0	0.0
36_66	0	0	0	0	0	0	0	0.0
36_67	0	0	0	0	0	0	0	0.0
36_68	0	0	0	0	0	0	0	0.0
36_69	0	0	0	0	0	0	0	0.0
36_70	25	11	10	0	2	0	2	3.258096538021482
36_71	20	15	0	2	2	0	1	3.044522437723423
36_72	22	11	2	1	3	0	5	3.1354942159291497
36_73	82	56	13	0	11	0	2	4.418840607796598
36_74	264	175	47	3	21	1	17	5.579729825986222
36_75	33	23	2	0	3	0	5	3.5263605246161616
36_76	73	41	9	0	6	0	17	4.30406509320417
36_77	52	28	2	0	8	0	14	3.970291913552122
36_78	8	4	0	4	0	0	0	2.1972245773362196
36_79	0	0	0	0	0	0	0	0.0
36_80	0	0	0	0	0	0	0	0.0
36_81	0	0	0	0	0	0	0	0.0
36_82	0	0	0	0	0	0	0	0.0
36_83	0	0	0	0	0	0	0	0.0
36_84	1	0	0	1	0	0	0	0.6931471805599453
36_85	0	0	0	0	0	0	0	0.0
36_86	0	0	0	0	0	0	0	0.0
36_87	0	0	0	0	0	0	0	0.0
36_88	0	0	0	0	0	0	0	0.0
36_89	0	0	0	0	0	0	0	0.0
36_90	3	0	0	3	0	0	0	1.3862943611198906
36_91	3	1	0	0	0	0	2	1.3862943611198906
36_92	0	0	0	0	0	0	0	0.0
36_93	5	3	0	2	0	0	0	1.791759469228055
36_94	0	0	0	0	0	0	0	0.0
36_95	0	0	0	0	0	0	0	0.0
36_96	0	0	0	0	0	0	0	0.0
36_97	0	0	0	0	0	0	0	0.0
36_98	0	0	0	0	0	0	0	0.0
36_99	0	0	0	0	0	0	0	0.0
36_100	0	0	0	0	0	0	0	0.0
37_1	0	0	0	0	0	0	0	0.0
37_2	0	0	0	0	0	0	0	0.0
37_3	0	0	0	0	0	0	0	0.0
37_4	0	0	0	0	0	0	0	0.0
37_5	0	0	0	0	0	0	0	0.0
37_6	0	0	0	0	0	0	0	0.0
37_7	0	0	0	0	0	0	0	0.0
37_8	0	0	0	0	0	0	0	0.0
37_9	0	0	0	0	0	0	0	0.0
37_10	0	0	0	0	0	0	0	0.0
37_11	0	0	0	0	0	0	0	0.0
37_12	0	0	0	0	0	0	0	0.0
37_13	0	0	0	0	0	0	0	0.0
37_14	0	0	0	0	0	0	0	0.0
37_15	0	0	0	0	0	0	0	0.0
37_16	0	0	0	0	0	0	0	0.0
37_17	0	0	0	0	0	0	0	0.0
37_18	0	0	0	0	0	0	0	0.0
37_19	0	0	0	0	0	0	0	0.0
37_20	0	0	0	0	0	0	0	0.0
37_21	0	0	0	0	0	0	0	0.0
37_22	0	0	0	0	0	0	0	0.0
37_23	0	0	0	0	0	0	0	0.0
37_24	0	0	0	0	0	0	0	0.0
37_25	0	0	0	0	0	0	0	0.0
37_26	0	0	0	0	0	0	0	0.0
37_27	0	0	0	0	0	0	0	0.0
37_28	0	0	0	0	0	0	0	0.0
37_29	0	0	0	0	0	0	0	0.0
37_30	0	0	0	0	0	0	0	0.0
37_31	0	0	0	0	0	0	0	0.0
37_32	0	0	0	0	0	0	0	0.0
37_33	0	0	0	0	0	0	0	0.0
37_34	0	0	0	0	0	0	0	0.0
37_35	0	0	0	0	0	0	0	0.0
37_36	0	0	0	0	0	0	0	0.0
37_37	4	4	0	0	0	0	0	1.6094379124341003
37_38	4	3	0	0	1	0	0	1.6094379124341003
37_39	0	0	0	0	0	0	0	0.0
37_40	1	1	0	0	0	0	0	0.6931471805599453
37_41	5	3	0	0	2	0	0	1.791759469228055
37_42	25	18	0	0	4	0	3	3.258096538021482
37_43	3	1	0	0	2	0	0	1.3862943611198906
37_44	2	2	0	0	0	0	0	1.0986122886681098
37_45	7	6	0	0	1	0	0	2.0794415416798357
37_46	2	2	0	0	0	0	0	1.0986122886681098
37_47	2	1	0	1	0	0	0	1.0986122886681098
37_48	0	0	0	0	0	0	0	0.0
37_49	0	0	0	0	0	0	0	0.0
37_50	1	0	0	1	0	0	0	0.6931471805599453
37_51	4	4	0	0	0	0	0	1.6094379124341003
37_52	0	0	0	0	0	0	0	0.0
37_53	0	0	0	0	0	0	0	0.0
37_54	0	0	0	0	0	0	0	0.0
37_55	0	0	0	0	0	0	0	0.0
37_56	0	0	0	0	0	0	0	0.0
37_57	0	0	0	0	0	0	0	0.0
37_58	0	0	0	0	0	0	0	0.0
37_59	0	0	0	0	0	0	0	0.0
37_60	0	0	0	0	0	0	0	0.0
37_61	0	0	0	0	0	0	0	0.0
37_62	0	0	0	0	0	0	0	0.0
37_63	0	0	0	0	0	0	0	0.0
37_64	0	0	0	0	0	0	0	0.0
37_65	0	0	0	0	0	0	0	0.0
37_66	0	0	0	0	0	0	0	0.0
37_67	0	0	0	0	0	0	0	0.0
37_68	0	0	0	0	0	0	0	0.0
37_69	0	0	0	0	0	0	0	0.0
37_70	0	0	0	0	0	0	0	0.0
37_71	0	0	0	0	0	0	0	0.0
37_72	0	0	0	0	0	0	0	0.0
37_73	15	10	1	0	4	0	0	2.772588722239781
37_74	26	15	0	0	5	0	6	3.295836866004329
37_75	23	12	1	0	2	0	8	3.1780538303479458
37_76	186	109	36	6	12	1	22	5.231108616854587
37_77	291	186	47	4	27	0	27	5.676753802268282
37_78	16	8	1	1	2	0	4	2.833213344056216
37_79	0	0	0	0	0	0	0	0.0
37_80	0	0	0	0	0	0	0	0.0
37_81	1	0	0	0	0	0	1	0.6931471805599453
37_82	0	0	0	0	0	0	0	0.0
37_83	0	0	0	0	0	0	0	0.0
37_84	0	0	0	0	0	0	0	0.0
37_85	0	0	0	0	0	0	0	0.0
37_86	0	0	0	0	0	0	0	0.0
37_87	0	0	0	0	0	0	0	0.0
37_88	0	0	0	0	0	0	0	0.0
37_89	1	0	0	1	0	0	0	0.6931471805599453
37_90	0	0	0	0	0	0	0	0.0
37_91	0	0	0	0	0	0	0	0.0
37_92	0	0	0	0	0	0	0	0.0
37_93	4	2	0	0	2	0	0	1.6094379124341003
37_94	0	0	0	0	0	0	0	0.0
37_95	0	0	0	0	0	0	0	0.0
37_96	0	0	0	0	0	0	0	0.0
37_97	0	0	0	0	0	0	0	0.0
37_98	0	0	0	0	0	0	0	0.0
37_99	0	0	0	0	0	0	0	0.0
37_100	0	0	0	0	0	0	0	0.0
38_1	0	0	0	0	0	0	0	0.0
38_2	0	0	0	0	0	0	0	0.0
38_3	0	0	0	0	0	0	0	0.0
38_4	0	0	0	0	0	0	0	0.0
38_5	0	0	0	0	0	0	0	0.0
38_6	0	0	0	0	0	0	0	0.0
38_7	0	0	0	0	0	0	0	0.0
38_8	0	0	0	0	0	0	0	0.0
38_9	0	0	0	0	0	0	0	0.0
38_10	0	0	0	0	0	0	0	0.0
38_11	0	0	0	0	0	0	0	0.0
38_12	0	0	0	0	0	0	0	0.0
38_13	0	0	0	0	0	0	0	0.0
38_14	0	0	0	0	0	0	0	0.0
38_15	0	0	0	0	0	0	0	0.0
38_16	0	0	0	0	0	0	0	0.0
38_17	0	0	0	0	0	0	0	0.0
38_18	0	0	0	0	0	0	0	0.0
38_19	0	0	0	0	0	0	0	0.0
38_20	0	0	0	0	0	0	0	0.0
38_21	0	0	0	0	0	0	0	0.0
38_22	0	0	0	0	0	0	0	0.0
38_23	0	0	0	0	0	0	0	0.0
38_24	0	0	0	0	0	0	0	0.0
38_25	0	0	0	0	0	0	0	0.0
38_26	0	0	0	0	0	0	0	0.0
38_27	0	0	0	0	0	0	0	0.0
38_28	0	0	0	0	0	0	0	0.0
38_29	0	0	0	0	0	0	0	0.0
38_30	0	0	0	0	0	0	0	0.0
38_31	0	0	0	0	0	0	0	0.0
38_32	0	0	0	0	0	0	0	0.0
38_33	0	0	0	0	0	0	0	0.0
38_34	0	0	0	0	0	0	0	0.0
38_35	0	0	0	0	0	0	0	0.0
38_36	0	0	0	0	0	0	0	0.0
38_37	1	1	0	0	0	0	0	0.6931471805599453
38_38	1	1	0	0	0	0	0	0.6931471805599453
38_39	3	3	0	0	0	0	0	1.3862943611198906
38_40	0	0	0	0	0	0	0	0.0
38_41	0	0	0	0	0	0	0	0.0
38_42	1	0	0	1	0	0	0	0.6931471805599453
38_43	21	16	1	1	1	0	2	3.091042453358316
38_44	34	22	9	0	2	0	1	3.5553480614894135
38_45	21	15	1	0	3	0	2	3.091042453358316
38_46	0	0	0	0	0	0	0	0.0
38_47	3	2	0	1	0	0	0	1.3862943611198906
38_48	0	0	0	0	0	0	0	0.0
38_49	0	0	0	0	0	0	0	0.0
38_50	0	0	0	0	0	0	0	0.0
38_51	5	4	0	0	1	0	0	1.791759469228055
38_52	0	0	0	0	0	0	0	0.0
38_53	0	0	0	0	0	0	0	0.0
38_54	0	0	0	0	0	0	0	0.0
38_55	0	0	0	0	0	0	0	0.0
38_56	0	0	0	0	0	0	0	0.0
38_57	0	0	0	0	0	0	0	0.0
38_58	0	0	0	0	0	0	0	0.0
38_59	0	0	0	0	0	0	0	0.0
38_60	0	0	0	0	0	0	0	0.0
38_61	0	0	0	0	0	0	0	0.0
38_62	0	0	0	0	0	0	0	0.0
38_63	0	0	0	0	0	0	0	0.0
38_64	0	0	0	0	0	0	0	0.0
38_65	0	0	0	0	0	0	0	0.0
38_66	0	0	0	0	0	0	0	0.0
38_67	0	0	0	0	0	0	0	0.0
38_68	0	0	0	0	0	0	0	0.0
38_69	0	0	0	0	0	0	0	0.0
38_70	0	0	0	0	0	0	0	0.0
38_71	0	0	0	0	0	0	0	0.0
38_72	0	0	0	0	0	0	0	0.0
38_73	0	0	0	0	0	0	0	0.0
38_74	0	0	0	0	0	0	0	0.0
38_75	0	0	0	0	0	0	0	0.0
38_76	0	0	0	0	0	0	0	0.0
38_77	0	0	0	0	0	0	0	0.0
38_78	47	26	2	7	3	0	9	3.871201010907891
38_79	45	31	3	4	5	0	2	3.828641396489095
38_80	14	11	0	0	0	0	3	2.70805020110221
38_81	20	10	0	0	3	0	7	3.044522437723423
38_82	3	3	0	0	0	0	0	1.3862943611198906
38_83	2	1	0	1	0	0	0	1.0986122886681098
38_84	0	0	0	0	0	0	0	0.0
38_85	0	0	0	0	0	0	0	0.0
38_86	0	0	0	0	0	0	0	0.0
38_87	0	0	0	0	0	0	0	0.0
38_88	0	0	0	0	0	0	0	0.0
38_89	0	0	0	0	0	0	0	0.0
38_90	0	0	0	0	0	0	0	0.0
38_91	1	1	0	0	0	0	0	0.6931471805599453
38_92	44	5	0	36	2	0	1	3.8066624897703196
38_93	0	0	0	0	0	0	0	0.0
38_94	0	0	0	0	0	0	0	0.0
38_95	0	0	0	0	0	0	0	0.0
38_96	0	0	0	0	0	0	0	0.0
38_97	0	0	0	0	0	0	0	0.0
38_98	0	0	0	0	0	0	0	0.0
38_99	1	0	0	1	0	0	0	0.6931471805599453
38_100	0	0	0	0	0	0	0	0.0
39_1	0	0	0	0	0	0	0	0.0
39_2	0	0	0	0	0	0	0	0.0
39_3	0	0	0	0	0	0	0	0.0
39_4	0	0	0	0	0	0	0	0.0
39_5	0	0	0	0	0	0	0	0.0
39_6	0	0	0	0	0	0	0	0.0
39_7	0	0	0	0	0	0	0	0.0
39_8	0	0	0	0	0	0	0	0.0
39_9	0	0	0	0	0	0	0	0.0
39_10	0	0	0	0	0	0	0	0.0
39_11	0	0	0	0	0	0	0	0.0
39_12	0	0	0	0	0	0	0	0.0
39_13	0	0	0	0	0	0	0	0.0
39_14	0	0	0	0	0	0	0	0.0
39_15	0	0	0	0	0	0	0	0.0
39_16	0	0	0	0	0	0	0	0.0
39_17	0	0	0	0	0	0	0	0.0
39_18	0	0	0	0	0	0	0	0.0
39_19	0	0	0	0	0	0	0	0.0
39_20	0	0	0	0	0	0	0	0.0
39_21	0	0	0	0	0	0	0	0.0
39_22	0	0	0	0	0	0	0	0.0
39_23	0	0	0	0	0	0	0	0.0
39_24	0	0	0	0	0	0	0	0.0
39_25	0	0	0	0	0	0	0	0.0
39_26	0	0	0	0	0	0	0	0.0
39_27	0	0	0	0	0	0	0	0.0
39_28	0	0	0	0	0	0	0	0.0
39_29	0	0	0	0	0	0	0	0.0
39_30	0	0	0	0	0	0	0	0.0
39_31	0	0	0	0	0	0	0	0.0
39_32	0	0	0	0	0	0	0	0.0
39_33	0	0	0	0	0	0	0	0.0
39_34	0	0	0	0	0	0	0	0.0
39_35	0	0	0	0	0	0	0	0.0
39_36	0	0	0	0	0	0	0	0.0
39_37	11	10	0	0	1	0	0	2.4849066497880004
39_38	20	15	2	0	3	0	0	3.044522437723423
39_39	4	4	0	0	0	0	0	1.6094379124341003
39_40	2	2	0	0	0	0	0	1.0986122886681098
39_41	2	2	0	0	0	0	0	1.0986122886681098
39_42	0	0	0	0	0	0	0	0.0
39_43	2	2	0	0	0	0	0	1.0986122886681098
39_44	28	17	1	0	10	0	0	3.367295829986474
39_45	4	4	0	0	0	0	0	1.6094379124341003
39_46	3	2	1	0	0	0	0	1.3862943611198906
39_47	0	0	0	0	0	0	0	0.0
39_48	0	0	0	0	0	0	0	0.0
39_49	0	0	0	0	0	0	0	0.0
39_50	0	0	0	0	0	0	0	0.0
39_51	1	1	0	0	0	0	0	0.6931471805599453
39_52	0	0	0	0	0	0	0	0.0
