date	published_at	cell_id	headline	text	source	url
2026-07-14	2026-07-14T08:12:18+00:00	54_56	災害関連死新たに4人認定へ 能登半島地震死者は748人に（MRO北陸放送） - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMif0FVX3lxTFBMLVN1ZnhUV1Mwa3Z6RHJVX3ZaaE92TWZxNk8wUmlXbFA1aFFQSFA5SDh2WkVUVHdZWURDRTFMQ0tMeVhFT1pycTJnWjdVdFZTT18xcXQtUFFoZUZMZ1RUMTZYZEd2U2w2aVdzY09McEYyc1ZTdUlXOE5sWThiaGM?oc=5
2026-07-14	2026-07-14T08:30:00+00:00	54_56	能登地震関連死、石川で4人追加認定へ - ｄメニューニュース		ｄメニューニュース	https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZXFtV2wtOGViRkVtZFlOYzhFTjA4UFB1VVRDWEJ1OWs4bU5qS2xsZjJwaUc5TnAzMDNQNTZTOXB5Ukxkc2xuVVBJcjRYNV9Pd3p3QUkza3Nqdk8tUmg0b3JqTlBndEpLTnA3WnRtQmZ6c0xOTWhZYUdIMUpHOHJ1N3J3eFNUMUZNVTU40gGQAUFVX3lxTE1tUW51eWx6dTFwbGotanQ5b1JRRnIxYTFNU3pyZWlvMjdlZzB1XzAwcmxkbEJ3ekRnYzZGNXotOGRRSldraTZhQlgtS3lLVVdnUkFXMGxzTHY3cnl4TlB2R204XzZvRnMyUDJ0Szg0bGJPNERpQ0VBcjhkOVAxRm9LTnR3bGhITzM5LXotWjF2Tw?oc=5
2026-07-14	2026-07-14T08:30:22+00:00	54_56	【速報】能登地震関連死、石川で4人追加認定へ - 47NEWS		47NEWS	https://news.google.com/rss/articles/CBMiS0FVX3lxTFB1emw1X2JmRDJIZmJvakxsQ1ptallFaUNWOFhqTEdoOXpkTjNCekl3U084b0Fkc2VqVXNiRUY2MmlqMmxvVTkzV2VjWQ?oc=5
2026-07-14	2026-07-14T08:30:22+00:00	54_56	能登地震関連死、石川で４人追加認定へ - 京都新聞デジタル		京都新聞デジタル	https://news.google.com/rss/articles/CBMiWEFVX3lxTE1PREM1S1U5TllMV0hKd3Q2SnRoWlgwQVhMd2FJTUl6Nm02cHRPQ1d4RExwYUNsRUlzdDlzc3d3Q21XMVNkMS0yVHdBeG1EV2x1bmZMdWZCSGg?oc=5
2026-07-14	2026-07-14T08:31:06+00:00	54_56	能登地震関連死、石川で4人追加認定へ - nippon.com		nippon.com	https://news.google.com/rss/articles/CBMiY0FVX3lxTE8wOUtUZG5NWDAwUEhtcjRmOW1uX1dhNXY5UVh6UHZTQ3dIajFHNzNrakNfcTE0ODVpS21XV3NwUkhjXzQxUzQtdmxIeUdwcEtaeHo4UG5jcmtNa1dnR2hvb0JNaw?oc=5
2026-07-14	2026-07-14T09:03:41+00:00	54_56	能登半島地震で避難呼びかけ絶叫のＮＨＫ・山内泉アナ「極限状態で精いっぱいやった。葛藤は今でもあります」（スポーツ報知） - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMif0FVX3lxTE9RSjZJekN1WGhvTjhJYnpOYlVLNFJKWVNoNTZGaFo3YldLUzNYNEYyU3ZtTW5fWXBHVWtrOGROM1Jic0huSHZWMGZGMlF4ZHFaaGRFckFSMGNreVNZcnBWRjhHVTkwT1EzNmppS3pmR2xuVnhlNVJhOTdLcjN0dlE?oc=5
2026-07-14	2026-07-14T09:09:24+00:00	54_56	能登地震死者748人に 石川で関連死4人認定へ - 産経ニュース		産経ニュース	https://news.google.com/rss/articles/CBMidkFVX3lxTE9DYzJHYlJxMFZoTU9QNGQ5bi11eFFlRldtWXQ5aGJ3N2Z3Rmh6VEFKblZGWFRVY3lXWTQ2V0dXT2RDUGZLN2JQRjQ5ZHIzLVJhZ0dMZjRxSEJsZDFuM0VpQld1SklqUld4LUZmYW1Dc0NVN0FZS0E?oc=5
2026-07-14	2026-07-14T09:31:11+00:00	54_56	能登地震で「絶叫」 NHKアナ回想 - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMiUEFVX3lxTE5ETFl4VVMzemhueTZQOVJBR2tCWGotTmZFUDNwbTE0UkJ4MnpLczVxTUZfU0RTQkp4V0VGVUdIZ2s3Q1JDc2FMU0NVWFVoN0Zy?oc=5
2026-07-14	2026-07-14T12:43:54+00:00	54_56	能登半島地震 災害関連死4人答申 認定なら死者748人に - NHKニュース		NHKニュース	https://news.google.com/rss/articles/CBMiX0FVX3lxTE0zZWN1TnJsSlZGOUVBNTZnaGZ2Y3RWNzMxTVMtRWI2N1lwY1VWMHlrSzJiQ1duazV1XzRTVks0aVdyTXBEYjJrMDdKdXozZDdoZnFKMWpHWkhiX1F4c3E4?oc=5
2026-07-14	2026-07-14T22:00:00+00:00	54_56	10市町73集落に災害孤立の可能性 茨城県調査で判明 能登地震受け備え強化へ - 47NEWS		47NEWS	https://news.google.com/rss/articles/CBMiS0FVX3lxTFA5ZUVTN1QyVXR3MXlWRXp6TzZFbmRaRUlyelNhYWZYVW9XSEE5M1p4RzlUWF9PUUcwOGxHZUx4aTNXc0cyLU5KUFd5NA?oc=5
2026-07-14	2026-07-14T22:00:00+00:00	54_56	10市町73集落に災害孤立の可能性 茨城県調査で判明 能登地震受け備え強化へ（茨城新聞クロスアイ） - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMif0FVX3lxTE96MGI3VVBxMlBxMDFJdTNoVkdvekI0SmxFaThSdXdIUU51NHZMMl9TQnpwd19ickdtU09vdGNQbHhITVJRM1YtaVVxc2hVdXI5d1BxZGs1RFJGYVBZYTRURnFZZ09Gd3JOT3MxSHZOQUtFWW5GMVUwbDE0WlpneVk?oc=5
2026-07-15	2026-07-15T10:35:03+00:00	25_44	石川・小松駅前にドーミーイン開業 ビジネスと観光両面取り込み - 日本経済新聞		日本経済新聞	https://news.google.com/rss/articles/CBMibEFVX3lxTE0wZ1hza3g4SkFmTjNEcENENEY2TV9hNmFYZi1MblhPRzJXdUxjVHhYRjVjMnhBZ3JHSmpkc19wTEdqT3U3V3pfZUNWWGRkLUhJSy12NXg4OGFUUkREUWFHV3FmbHJucl9tVHIyTQ?oc=5
2026-07-15	2026-07-15T16:26:00+00:00	25_44	石川県で最大震度2の地震 石川県・白山市 - TBS NEWS DIG		TBS NEWS DIG	https://news.google.com/rss/articles/CBMiV0FVX3lxTE16R0ZrVmowVXNGRWFxSktTOFl2ci1CSU1JQmNUSGg0RDI0YjhHX2pSQmJsQVZpY1RCSFl1akttNjhHZHc0ZmxBQjdua0Q2TUp2dXZSUnU5aw?oc=5
2026-07-15	2026-07-15T16:26:00+00:00	25_44	石川県で最大震度2の地震 石川県・白山市 - FNNプライムオンライン		FNNプライムオンライン	https://news.google.com/rss/articles/CBMiTkFVX3lxTE1Pb184bS1NN1FCMGRydkxaVGFfTjlXZkg5eHI5T042MXJPUFdmNGdPRnNnZGRiRnhfYjQyanRGRjl4TGktTFNBWTNxSFNiUQ?oc=5
2026-07-15	2026-07-15T16:38:31+00:00	25_44	石川県で最大震度2の地震 石川県・白山市 - au Webポータル		au Webポータル	https://news.google.com/rss/articles/CBMie0FVX3lxTFBvTFBBRTU0aVNnNGZweEhTNWxzWG4zQXB2QkFyVG9oX0NwZW9taEhqRS1XazQwNFpicl9Ic1d2RXF2OTROemZUN1B6NEE0VWZ5enJVYWFELWVONERnS0FpNFlNazlzU05QNWhvR3RTT2YxdWJaUG9SOUdLVQ?oc=5
2026-07-15	2026-07-15T02:45:00+00:00	54_56	能登半島地震で休業していた“仲良し親子寿司”の再開に密着 オープンの瞬間に息子・葵くんが「生まれて初めて見た」ものとは？『オモウマい店』 - entax（エンタックス）		entax（エンタックス）	https://news.google.com/rss/articles/CBMiWEFVX3lxTE5QUWtHMlhVdC1vOVJTNmJwYVgzMnhRRUdEMWlKYTYyak1TMHVXR1MzOUxSeUU5aVBjdXRJcmhSSU5ZcmUyUmkyajZUMVFKejBYcURMZ3VyMlY?oc=5
2026-07-15	2026-07-15T08:23:29+00:00	54_56	能登で移動店舗の実証実験 (時事通信) - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMijgFBVV95cUxNRFpyZE50clIzd1BtcWxCOVZNeHZkdFRxak5zSWhIczZVakNhYXlDX2sxRDBNaVduZ0VBYWRpS2o2ZmVUU3NRYTZWR2ZsNFJiUkVyS2JKbFpEcnd4Vl8zS0swVDFidnJSQzJucDY5OFl4MzBxeDJfclBmWDZKVmZOVi1QSEVSTUVaNGZacHZn?oc=5
2026-07-15	2026-07-15T09:00:00+00:00	54_56	「若い人は奥能登に住むな」と言っているのに等しい 能登地震後に消えた産科、新病院に産める場所は？ - FNNプライムオンライン		FNNプライムオンライン	https://news.google.com/rss/articles/CBMiTkFVX3lxTFBJdWc5LUJieENlR1VmLTJ1S0RKZmJXRzA1Unk4V3FOak9HZWJnWHhYRmpISlQxZFgyU2wxR1FoWXdOeWtpeTRCTU5icl94Zw?oc=5
2026-07-15	2026-07-15T09:31:00+00:00	54_56	窃盗認知、地震前の3倍超　奥能登4市町、26年上半期 - ｄメニューニュース		ｄメニューニュース	https://news.google.com/rss/articles/CBMiiwFBVV95cUxNdjh1aEVsS1k1RHRrTG8yb3ZfdVNDTXY2al84clhhT2tMWm84anFhXzJrMjdUd2k4LXV2OWdjR0hoZ2t1RS1tVVZPalF6RUg0RUx1TDZCV20tSllvUW1mME50ai02SlBpd2d2b0FOcm1RUlJ4ZFoxbXdpaURKLWlNUm9uRXgwQWx3dk930gGQAUFVX3lxTE5hOWtMR3NJRDdyTjR6ZUN2eGJ2XzVyNzgtZnJPT3lWSTdyb0tweFhucGg2Y0FtOVluZS1Fc3hhaUtibkppa01LQjJQaHhRU2ZpWjEtVk5CT2ZKRjktQUhjVjJfZzUtNkNCT1daME1oQ2E5Mlpha3JmZWVoN291cDBoQm83bDlJNDE0cjlVRy1IZw?oc=5
2026-07-15	2026-07-15T09:31:54+00:00	54_56	窃盗認知、地震前の３倍超 奥能登４市町、２６年上半期 - nnn.co.jp		nnn.co.jp	https://news.google.com/rss/articles/CBMiUEFVX3lxTE9ITUF3eXAwaVBkajRQRTBpc0Y0Mk43M1l2QTBDTUJYb0ZPcUhNNG5yMnJKMHRqUjdta3RpT3RmRXJaenE5cllPN25FWWhEa0po?oc=5
2026-07-15	2026-07-15T09:32:00+00:00	54_56	窃盗認知、地震前の3倍超 奥能登4市町、26年上半期 - Excite エキサイト		Excite エキサイト	https://news.google.com/rss/articles/CBMicEFVX3lxTE5zdEQ4YjVqU2hwRkYyZ2VRWlRsVlBMd3UyTGp3dEJtdG5YUjJSanpYZzFuQ1MybE16NGtjdHJ6QUJRRW9LdG50UGQxVFRWRWp1d2F6aVdiUnNKblRtYjZnTlZ1UlU0R2J1RThiV2dnaGE?oc=5
2026-07-15	2026-07-15T09:32:33+00:00	54_56	窃盗認知、地震前の3倍超 奥能登4市町、26年上半期 - nippon.com		nippon.com	https://news.google.com/rss/articles/CBMiY0FVX3lxTE85a1lQV1lPZmZPV3ZDejRBU01NSElNczFvdGdjRWdRYUctN2RfTU10MlhmSnU5dlV2c2VsdGhXNTVwRWdmYV9KeHZfeVVLRnhCRkx3TF9Pd284MFZBSEJ6QXBDOA?oc=5
2026-07-15	2026-07-15T10:25:03+00:00	54_56	窃盗犯認知136件、地震前は37件も…奥能登4市町 空き家での被害多発 今年上半期 - 産経ニュース		産経ニュース	https://news.google.com/rss/articles/CBMidkFVX3lxTFBXb3VUeHc5bTNENlZMMXhJOU4tdXpLZDhxSGdQdzdhMi1nLTlUZHZRSS0tcEpOYVRVbE9wSW5yLXI1V1ltLXo3UDZ4dTJ1YXlQMlAwTlhKWXl3MGtSMmw5Z3hGaWZvbUJtdG5RTE9rTXhPSFBSWkE?oc=5
2026-07-15	2026-07-15T12:27:01+00:00	54_56	「大阪の子供たちを能登へ」能登半島地震の被災地復興に向けて大阪市長と七尾市長が対談 和倉温泉も大きな被害 交流事業やインフラ整備で連携めざす（関西テレビ） - Yahoo!ニュース		Yahoo!ニュース	https://news.google.com/rss/articles/CBMif0FVX3lxTE40UnpfQ21XTHVVRktoUUdGZ2tDV0ZFVHNKWnpVR1pFRWswYVkzemJMZzhVOC1YS3pUUHNqSzNPNElEOVZURllSeVFoWkNSVWV1bXBGRGhjOE5WTDFUc2QzVnJWU3BlWkM2d1V0bkJoRmhGZVRjVk5ZbEJoeXdha00?oc=5
2026-07-15	2026-07-15T12:33:00+00:00	54_56	「大阪の子供たちを能登へ」能登半島地震の被災地復興に向けて大阪市長と七尾市長が対談 和倉温泉も大きな被害 交流事業やインフラ整備で連携めざす - au Webポータル		au Webポータル	https://news.google.com/rss/articles/CBMie0FVX3lxTE4wSkRyM2drRGllWEJleURuR2JCd1hEeGFPaFFOa05FZzlXMF9oMW9MamhXTTU0WUpaVTJ0YXkyZlZwcUtpblkwMFVuZU8zUE9veVZxTkhNUHloMG1xSFNCM0lwbmtYYkgxNmhTbEJaTTRlbVR6MTZrVndicw?oc=5
2026-07-15	2026-07-15T20:00:00+00:00	54_56	窃盗 地震前の３倍超 被災の奥能登４市町 - 福井新聞社		福井新聞社	https://news.google.com/rss/articles/CBMiXkFVX3lxTFBRUDVHWkxHTS1hUkhldEdJTjJMUG5JbzdKVjMyUVdPZVQ3dFpRX2ZsTTJ5Q1J3cml2Vm5HVlBnSHJTNE5JeG9felBOQ3JzNGNvaVhDelNpaE9lYnpqd1E?oc=5
2026-07-15	2026-07-15T20:00:00+00:00	54_56	奥能登窃盗、地震前の3.7倍 上半期136件、空き家は前年の倍｜社会｜石川のニュース - 北國新聞		北國新聞	https://news.google.com/rss/articles/CBMiV0FVX3lxTE5QS3NuOGt3SndOZkJrWFF0dVU1bWdmRTBtWU1Db1Z0WFBfQ3k1QnNpZ3M3cVFzOHB3MTNzNWJxX3MyMkpBanprQW5lS0dERHBieW9XNjd2dw?oc=5
